character_id,character_name,file_name,personality,label
3ceb8266c349d0b9,Misaki Tokura,tsundere/3ceb8266c349d0b9.webp,"Calm and collected, she thinks carefully especially when it comes to Cardfight. Reserved and often never talking to anyone other than Shin or Manager though she is opening herself to talking to others. She is quite sullen when it comes to maintaining peace in Card Capital. She sometimes would correct Kamui when it comes to him confusing one thing with another. When she was a child, she was a happy and bubbly girl who always seemed to have a smile on her face. She was like Emi when it came to Cardfight; calling a card a different name instead of its actual name. She was overjoyed when her father gave her a deck that he himself made just for her and promised that he would teach her how to play Cardfight. It never happened as her parents died in a car accident, and her eidetic memory caused her to remember the accident whenever she cardfights, causing horrible flashbacks. The accident also caused her to be withdrawn from others and she silently grieved for her parents. It was only when she fought against Emi in a Cardfight that she remembers the happy moments that she and her parents shared. She realized how fun Cardfight could be and slowly began working to sharpen her skills.",tsundere
91f2755340c7e3c5,Meiko Honma / Menma,deredere/91f2755340c7e3c5.webp,"Menma is a very kind and cheerful girl with a very air-headed nature and she often worries about others before herself, especially when it comes to Jintan. She is extremely childish (although this may partially be down to the fact she died as a child and has only recently been ""resurrected""). Although throughout the series she is surrounded by her friends, she does often get very lonely and upset easily, especially when she visits her family and realizes she no longer belongs to them, nor does she have a home. Also, due to the fact, only Jinta can see her, she can communicate with the others in the group using her notebook, and only her notebook, although Menma does wish to be able to talk to the other members. Despite being ""dead"", she is a very positive, energetic and lively person. According to Jinta, she is quite selfless and cries very often for others when they are hurt or upset, but not for herself. Jinta calls her ""the beast of the summer"" as he relates her to being a manifestation of his stress instead of a ghost girl.",deredere
9f53a6068243b47f,Shu Sakamaki,kuudere/9f53a6068243b47f.webp,"Shu is usually seen sleeping in the living room or the school's music room. He skips classes often and has been held back once as a senior in high school. According to other students of the school, Shu is the owner of the music room. Apathetic and lazy, Shu loves nothing but music. It is noted that he is always listening to music, even when taking a bath. Shu loves classical music, ranging from piano to violin. He has a lack of motivation and is lazy enough to do almost nothing, as seen when the heroine needs to persuade him to stay awake and do something for himself. He's somewhat bored with life due to all of the events of his traumatic childhood. Despite Shu being the eldest son, he doesn't take any responsibility to look after his five brothers and the house instead mostly complaining about how he has to ""deal with their problems."" He mostly pushes this job to Reiji. Shu is also somewhat of a pervert and usually teases the heroine about wearing unattractive panties and bras after she becomes too pushy with him and seeks his attention. Shu suffers from pyrophobia (fear of fire) due to what happened with Edgar. Shu's total apathy towards life is because of him being pushed through his childhood by his mother, Beatrix to become the heir.",kuudere
b321aa2070162434,Kazumi Subaru,deredere/b321aa2070162434.png,"Kazumi is rather hotheaded, yet lighthearted, her mood is very unstable at times, and can swing between extremes in a couple of seconds. Still, she is cheerful most of the time. Her reactions are very spontaneous: while rediscovering her old life, she is often seen with a very surprised expression and her facial expressions are quite expressive themselves. She is somewhat ditzy, especially - but understandably so - in situations she is only now rediscovering; for example, forgetting her skirt while transforming. Nonetheless, she is more than capable of rising up to the situation when it is required. While getting reacquainted with her old life, she realizes she can't, or doesn't want to be, the ""old"" Kazumi. Instead, she decides to become a ""new"" Kazumi, starting with a new, and very sloppy, short haircut. However, she keeps her ahoge, claiming - apparently correctly - that it is a witch sensor and it usually changes with her mood. While she is only getting to know her friends again, she cares deeply for them. She goes to great lengths to protect them, to the point that she lost a battle with a witch out of fear that her attack might hurt Kaoru, which almost happened in a previous battle. Besides her cooking skills, she is also quite the glutton.",deredere
36e596305277161c,Jotaro Kujo,kuudere/36e596305277161c.webp,"Jotaro is introduced as a rough delinquent, but he has a gentle heart and is loyal to those he likes. He is highly perceptive, intelligent, and quick-witted while keeping a perpetually cool, slightly neutral, or disinterested attitude. Jotaro's nerves of steel destabilize D'Arby Jotaro's most noticeable trait is his stoic and seemingly aloof nature. He is a quiet individual, often satisfied with expressing himself in short phrases. His bio explains that he thinks anyone can tell his emotions just by looking at him, and probably thinks further effort in portraying how he feels to be a waste of time, making others tend to perceive Jotaro as callous. Related to this, Jotaro is an extremely cool and collected individual, able to keep his composure in even the direst situations. The best example of his coolness would be against Daniel J. D'Arby, playing a dangerous game of poker during which he successfully bluffs the expert poker player into folding even if he didn't know what cards he had and wagered the souls of every companion and ally involved. While outwardly aloof and crass to the point of being seen as rude, Jotato truly does care for his friends and family wellbeing, as his initial reason for staying in jail was to prevent his stand from hurting anyone.",kuudere
a98e5947746a13eb,Yume Nijino,tsundere/a98e5947746a13eb.webp,"Yume is known to be cheerful and full of curiosity but cries easily when touched. She is also a person with a strong will and can be impulsive with a mischievous streak.She wants everyone will be happy of her song. At times she can be bold but is slightly oblivious and gets embarrassed really easily. She never gives up no matter what happens and is always determined to help her friends or those she cares about. When Koharu moved to Italy, she volunteered to put on a show for her so that Koharu wouldn't be sad about leaving. She also never gave up on her dream of joining S4, and when she did it, she felt as if she had to work harder, as she said in Episode 51 .",tsundere
a29bd2d70c399053,Jinguuji Tsukasa,kuudere/a29bd2d70c399053.webp,"32-years old single man. He is slender and tall, has a neat face, and is a talented person in both Bunbu and budo, and has always been popular with women. However, because of that, the ugly part of the man can be seen and he is completely distrustful person. Only his now her bestfriend, Tachibina, is the heart of his heart. When Tachibana is taken care of on the way back from a certain joint party, he was sent to another world by mysterious goddess that he called a ""LED Naked woman"".",kuudere
f9449538e2e38d20,South Italy / Romano,tsundere/f9449538e2e38d20.webp,"Romano is friendly and kind to women but is strict and less social towards men. In particular, he is openly rude to both Germany and France. Despite appearing to be tougher than his younger brother, he is just as cowardly and ineffectual, if not more. Though he is not very skilled with his hands, it is said that he is a good pickpocket. He also has a habit of speaking in profanity, particularly the words ""bastard"" and ""damnit"". As a child, he often slacked off and slept when it came to chores, though he was rather clumsy when he actually tried to do them. In Comic Diary 10 and blog illustrations by Himaruya, as well as in the first part of Boss Spain's Control Of Southern Italy , it is revealed that the younger Romano had a bed-wetting problem and often had trouble finding the toilet due to the vast size of Spain's mansion. In Hetalia: Axis Powers volume 1, it is also revealed that he had the disease chorea as a child, and that it played a part in his clumsiness. Spain attempted to heal him by making him dance the Tarantella; Romano appeared to recover from the disease, whether due to those efforts or not. When using grenades, he seemingly has no clue of the correct way to throw them (throwing the pin rather than the actual grenade, a habit shared by his brother).",tsundere
58b3f7760f791759,Suu Hifumi,tsundere/58b3f7760f791759.webp,"Suu is a numerophile . She compares her love for numbers to how people can be in love with others of the opposite sex or the same sex. In a similar way to Rentarou, who equally loves all of his girlfriends, she equally loves all of the numbers, and loves to describe the qualities of each number, like 1's sleek & trim form, 2's contrast between the curve and the line, 3's dip and shapely mounds, 4's wonderfully sharp corners, and so on. Despite being in love with the numbers, she's very bad at math, this is because she thinks that each number has its own identity and feels that humans strip off their identities to turn them into things (like turning 1 plus 1 into 2 instead of 11, according to her, the latter respects the identity of the number 1). Every time she studies math, she feels like throwing up. Suu's obsession with purely numbers is so strong, that she does not care for anything else(except a select few). She treats anything that does not involve numbers coldly. This has led to her becoming oblivious to certain pieces of common knowledge, such as her not knowing that seawater is too salty to safely drink.",tsundere
cffe35704461d692,Yuri Amagake,tsundere/cffe35704461d692.webp,"Compared to most other characters Yuri is usually the most anxious taking that she is just a normal civilian, however she is also very strong willed and is always true to her beliefs, and, with her being a physical fighter, she became more used to what's happening around her. Yuri does show several times a strong amount of bravery and determination, going through several foes and going on until she either win or lose, that or someone else is on stakes. Thanks to her upbringing maybe, Yuri shows a small amount of tendency towards violence, as she usually hits Akira whenever he does something dangerous or something that embarrasses her, as she is shy, despite that she enjoys romances a lot and has a crush towards him, even sometimes fantasizes about it Another trait she has thanks her upbringing (and a more positive one) is that Yuri holds a belief against coincidences, taking how her mother treated her during childhood she became willing to prove a meaning to her and others' existence.",tsundere
10cb8ed7f066b3e1,Chlammy Zell,tsundere/10cb8ed7f066b3e1.webp,"She holds a mostly emotionless and confident expression during the beginning of the story, but that's nothing but a facade. She would easily be reduced into a blubbering mess when being scared, or when things weren't going her way. Despite this, she is still very determined in pursuing her cause. When Sora lectured her for underestimating the human race, she threw away her confident facade and broke down in tears while childishly calling Sora names and blaming him. When she had a rematch with Sora, she still acted pessimistic about the possibilities of the Immanity . After being defeated again and having her memories restored, she gained a newfound respect for Sora and the Immanity. They parted ways on good terms as she agreed to help defeat the Werebeasts and unite the other races. While initially finding Sora as a cocky, all-around lazy, and hurtful person, she changed her thinking upon seeing his memories. In Episode 12 , she admired how Sora managed to accomplish all his goals without spilling a single drop of blood and staying true to himself despite all the odds. She is very insecure about her modest busts and would fly into rage if anyone so much as to mention or imply it.",tsundere
8642d07259306cf2,Yoshino Nara,tsundere/8642d07259306cf2.webp,"Usually a very strict, and overbearing woman, she can also be very warm and gentle at times, having a warm and nurturing side. She is surprisingly attentive to detail. Due to the passive nature of the Nara men, it's not surprising that she and Shikaku got married, with the latter having appeared to have accepted the fact that she's the dominant of the two of them and avoids doing anything to provoke her. This has resulted in their son Shikamaru not taking his father seriously — especially on matters involving women and relationships. He views his father as being ""whipped"", and comments (silently) that his father is afraid of looking his mother in the eyes. Despite this, Shikamaru is just as afraid of provoking her as his father is. Shikamaru refers to her as a ""troublesome woman"". When he asks his father what he saw in her, he replied that there are times when she is gentle, implying that she's not as tyrannical as her son perceives her to be. Despite this, it's likely that she is partly to blame for Shikamaru's rather cynical view of women and marriage.",tsundere
91cb3855a13d1536,Rain / Rhaenys Crowder,deredere/91cb3855a13d1536.webp,"Although she has a modest and shy personality, she can be surprisingly bold around Yuke . She also likes Artifacts, like the Magic Bag or Detecting Lantern Yuke used during their first quest together. She always considered herself as Yuke's property. Like other women, she hates Besio Salas for stalking her due to her absolutely hating him for being a fat tub of lard. Rain hates her father Dimit for kicking her mother out of the family before she was even born, nor does she have any qualms to ruin her father's reputation as the Count. She also doesn't consider Dimit as her father, and only sees him as the man who made her mother's life miserable. She has no hesitation attacking her family such as her uncle, Bran for attempting to take her away by force only she attacked him with her magic. She even tells the truth to Mastoma which caused the angry prince to officially cancel the arranged marriage and having Bran to be tortured and kicked out of his homeland.",deredere
7d99715481164307,Astarte,kuudere/7d99715481164307.webp,"Because Astarte is a homunculus , she expresses little to no emotion. She is not talkative and always says ""Accept"" in a dull, robotic tone whenever she answers. In the anime, after she was under the supervision of Natsuki, she gradually displayed more emotions with her interactions with the other characters. In Volume 8 of the light novel, she is showing indication of independent thought and emotion.",kuudere
8cb3eb3b7351c7b7,Ayano Sugiura,tsundere/8cb3eb3b7351c7b7.webp,"Ayano takes her studies and her role as Vice President very seriously. As a hardworking student, she constantly sees herself as a rival to Kyōko Toshinō who always manages to beat her in tests without actually giving much of an effort, much to Ayano's dismay. She also has a tendency for making puns involving foreign words (usually based around famous locations), which tend to make Yui Funami laugh and she is known to be a deretsun .",tsundere
2165fd7c34332fa2,Suguru Koshigaya,kuudere/2165fd7c34332fa2.webp,"Suguru is a very quiet and smart person who mostly keeps to himself and doesn't share his thoughts with others. While he doesn't use his voice, he speaks through gestures and facial expressions. He's very talented in art, showing him being able to create a cat sculpture out of clay and being able to play the electric guitar as well as the Piano (SS2 ep1). His artistic talent goes as far as to enable him to bend a wooden plank into the shape of a bowl before securing it with nails. He can run fast and has good grades. He also can spin a pencil really fast to show he is excited.",kuudere
8b1e8a40d28e35ab,Nene Yashiro,deredere/8b1e8a40d28e35ab.webp,"I wouldn't have said this before, but I was really underestimating you . I thought you were lovesick and brainless, and never learned from your mistakes. I always wondered why Ao-chan would pick someone like you as her best friend. But...We've been through a lot now, and you are DEFINITELY lovesick and brainless. But I've learned that you're kind, and have the guts to be strong when it counts. That kindness is something I don't have. On Amane Yugi 's Fourth Birthday...If anyone is going to tamper with Honorable No.7 's past, I can't think of a better person for the job. Yashiro Nene is a very outgoing and earnest girl who seems to greatly desire the approval of her peers. She is generally kind to others, sometimes to the point of naiveté. She genuinely wants to help those around her, and is even willing to risk the dangers of associating with supernaturals in order to do so. Because she is often reliant on Hanako to protect her from dangerous supernaturals and developed a habit of calling his name when she is in need of help, Nene wants to find a way to protect Hanako and her other friends. However, Nene is also rather insecure, particularly about her ankles and whether or not people actually like her.",deredere
f483f1dc0c74d784,Chitose Kaginoji,tsundere/f483f1dc0c74d784.webp,"Chitose has a personality that quickly bends from being strong to whining and she's extremely gullible and believe anything Tsukasa says no matter how ridiculous or outlandish it might be. She considers Tsukasa like a sister, and refers to Tsukasa with the more formal ""Nee-sama"" honorific. Chitose is extremely boisterous at times and the complete opposite personality from her mother, who can come off as an airhead.",tsundere
ebc16d93cfb7ffae,Phosphophyllite (post winter arc),kuudere/ebc16d93cfb7ffae.webp,"Phosphophyllite displays a change of personality over the course of the series, mainly due to maturing, trauma, and outside influences. This is mainly due to the fact that the Gems are not equipped to deal with trauma. Initially, Phos is a young overconfident, clumsy and naïve Gem, who is the only one capable of getting away with talking back to Sensei. Many gems describe them as “lazy” and “useless” due to their fragility and incompetence, although Phos does display a drive to help Sensei and the others that’s only held back by their low hardness. Once gaining new legs, they become more capable, but not as much as they wished. There is an underlying way of how Phos acts and speaks about themself that hints at them taking the “useless” and “lazy” comments to heart, and impacting their self-esteem (which is generally what the ice floes repeat back to them). These facts indicate that Phos may have something of an inferiority complex. They settle with what they can do and constantly state that they will try better next time. Their drive becomes self destructive in its own sense, leading to them losing their arms and eventually mental stability. Upon witnessing Antarcticite’s abduction, this marks a clear point in change for Phos.",kuudere
25c264145ca5f787,Rinslet Walker,tsundere/25c264145ca5f787.webp,"Rinslet is a flirtatious and sly woman, but she also takes her work very seriously. She is very proud of being one of the best, most resourceful thieves in the world. Rinslet will help others or even destroy what she is hired to steal if the item is dangerous to humanity. She dislikes mentioning her age. She likes jewels and shopping, but dislikes stealing anything that she cannot carry on person. Rinslet cares about Jenos Hazard , although she pretends to be put off by his flirting. In the manga, Rinslet initially has a small crush on Train Heartnet , although it hasn't become anything more than that. She constantly argues and fights with Train, but the two are actually friends. Rinslet is usually level-headed, but easily angered when provoked. She cares deeply for her comrades and would do anything to keep them out of trouble.",tsundere
2782e022f4c75261,Kazuho Miyauchi,kuudere/2782e022f4c75261.webp,"Kazuho is shown to be a quite lazy and irresponsible person who is seen sleeping or trying to get out of work throughout the series. Due to the great variety of grades among the students at school, the kids are expected to do a lot of self-studying, with Kazuho dealing mostly with correcting their tests. Being the adult with the most free-time in their town, she usually ends up being the supervisor for the kids. When she was in middle school and Hikage was a first grader It could be seen that although Kazuho was sleping in class, she still seemed to hold some authority over her sister as if punishing her for her bad behavior with Kaede and currently she seems to maintain that authority like scolding Hikage for begging for money for the new year although that was minimized possibly due to tiredness",kuudere
c3bba4f96b077e40,Hikari Horaki,tsundere/c3bba4f96b077e40.webp,"She takes her role as the ""class representative"" seriously, and although she frequently bickers with Tōji , when Asuka asks her about her feelings for him, she tells Asuka that she is in love with him, but she is unable to confess that. Because a major part of her job is to make sure the class follows proper protocol, Hikari first appears to be slightly aggressive, hot-blooded, and rigid. Despite being a bossy and quick-tempered tomboy, she might believe that herself, as she apparently thinks that her skill in cooking might be unexpected when she tells Toji about it (presuming that something so feminine would be at odds with her strong promotion of the rules). She also appears to be Asuka's only and best friend. Hikari is an accomplished cook who appears to take care of her two sisters. Like presumably every one of Shinji 's classmates, Hikari's mother is dead. However, no references were ever made as to whether her father is, either. Her given name, and that of her unseen younger sister, Nozomi, and elder sister, Kodama, is also in reference to the names of the trains of the Tokaido Shinkansen line. She is also featured in a live action deleted scene in The End of Evangelion .",tsundere
c1f1624088ce0761,Homura Akemi,kuudere/c1f1624088ce0761.png,"Since her arrival at Mitakihara Middle School, she is immediately depicted as being very intelligent, athletic, distant, and cold. It is revealed in episode 4 that she is only like this because she has seen so much suffering during her tenure as a magical girl. Because of this, she does not want Madoka Kaname to become a magical girl and tries to do anything in order to stop her from making a wish with Kyubey , going as far as to attempting to injure the cat-like creature. Despite her cold attitude towards others, she still very much cares about her friends. Specially Madoka, who considers her best friend, because it is her sole objective to protect her due to the countless amount blood, sweat, and tears she has shed over her jumps in time. In the original timeline where her journey began, however, Homura is portrayed as meek, shy, timid, clumsy and is known around the school for her lack of confidence. She was also known for her physical incapability of performing in P.E. class; she would get dizzy upon doing even the simplest of warm-up exercises. This had the unfortunate result of her being a target of bullying, as heard on Drama CD 1 . Overwhelmed by her perceived uselessness, she begins questioning her existence and considered herself to be useless and worthless.",kuudere
5e78ce578ffe9e79,Kuromi,tsundere/5e78ce578ffe9e79.webp,"Despite being tomboyish, Kuromi is known to have a girly side similar to her rival Although Kuromi may look and act tough and punk, she is actually very girly and is attracted to good-looking guys. Kuromi enjoys writing in her diary and is hooked on romantic short stories. Her favorite colors are black and hot pink. As seen in some media, her favorite foods are shallots, all kinds of meat, and in recent Kuromi merchandise, cherries have been shown. Therefore, Kuromi is mostly into food and even cooks. She can be called a rowdy free spirit. Despite being a villain (in Onegai My Melody ) and is normally impish, when in a good mood, Kuromi can be just as friendly or cheerful as My Melody, suggesting she still has a kind heart. Kuromi is the ""punk"" tomboy counterpart to My Melody. Although My Melody can get along with Kuromi, the latter's feelings are more inclined to rivalry in order to appear tough.",tsundere
1f8167a57b81398b,Kobayashi,kuudere/1f8167a57b81398b.webp,"Even though Kobayashi maintains a cool demeanor, she has been regarded as kind-hearted and reliable among her friends and colleagues. Level-headed and pragmatic, she stands as the source of reason when dealing with her dragon friends. Kobayashi usually tends to show little emotion, and acts very lazy when she gets to stay at home. However, when she is intoxicated, Kobayashi tends to become rowdy and aggressive, especially in her interests in maids and is not above subjecting Tohru to her drunken whims.",kuudere
3a4381507923aee5,Mayuko Nise,kuudere/3a4381507923aee5.webp,"Mayuko was bullied and neglected by classmates and family alike. Thus, she learned to not trust anyone and this behavior reached extreme heights when she reached this world, turning her into a seemingly cold-blooded killer, that is, until she met Yuri Honjo . Mayuko is a closed off, nonchalant, and serious, who has a realistic view on the world she's trapped in. She's easily blushes, when receiving any physical affection from Yuri. She develops a close relationship with Yuri Honjo . She puts up a tougher persona, but she later lowers her guard around Yuri. in S1 EP 4, she tells Rika Honjo ""Don't worry, Yuri will be under my protection."" Mayuko also develops jealousy surrounding Yuri, when she feels Yuri will be taken from her by other people, or just has other friends. She becomes extremely protective of Yuri, stating she will ""kill all of them"" if something bad happens to Yuri.",kuudere
6ad3deafe861c629,Izumi Sena,tsundere/6ad3deafe861c629.webp,"Izumi is very much an otaku that he owns his own otaku club at college and a fascination with the story-within-a-story, Lala-Lulu . He wants to be a mangaka with all his heart, though he rarely seems to notice that he lacks the skill for it. Izumi is shy and kind, rarely speaking unless spoken to first. He seems to hide under his otaku ways to not let people see his true feelings. Izumi also gets easily embarrassed by his older brother, Shougo Sena , and his personality seems as innocent as his appearance looks. Izumi was never famous until he started dating famous actor Ryouma Ichijou , despite the fact that his family is in show biz. In the anime, he seems timid and shy, usually keeping quiet and not speaking to anyone while he does his drawings. He doesn't know how to show his feelings when he comes across Ryouma at first, but then soon realizes that he wouldn't be anywhere without Ryouma. He felt a little uncomfortable about having ""Boys' Love"" at first, but then realizes that he loves Ryoma, or as he thinks, more than love, as he says: ""Love is not enough"". He begins to believe that he is okay if he is not heterosexual, which is true. In the anime, Izumi is very happy to be back with Ryoma once the two start to become very close.",tsundere
42e86b54d8043689,Kiyotaka Ayanokouji,kuudere/42e86b54d8043689.webp,"Kiyotaka is an inconspicuous and unobtrusive student, and while his grades are average (on purpose), he possesses a sagacious ability to read the emotions of people around him with pinpoint accuracy and either helps or destroys them. Despite his apparent laziness and lack of interest in everything and everyone, Kiyotaka is actually a highly intelligent individual, often pulling the strings behind the scenes. He is well-versed in history as he has quoted many historical figures who are all well known for their intelligence. He tends to come up with ingenious and imaginative plans such as using the school rules so that he could obtain old test questions from an older D-Class student by paying him 15,000 points. He also used the rules and the purpose of points to bribe his teacher into stopping the expulsion of Ken Sudō . In fact, it is hinted by a select few that he could have easily been placed in a higher class like A-Class if he actually applied himself. He is somewhat socially awkward, as he is terrible at communicating with people and fails at correctly associating with them. As a result, he speaks in a very monotonous way (in the anime) and tends to isolate himself from his peers, not getting involved with social activities.",kuudere
